지역,연월,평균가격,날짜,기준금리
전북,2018.03,196.9,2018-03-01,1.5
전남,2018.03,191.6,2018-03-01,1.5
경북,2018.03,189.4,2018-03-01,1.5
경남,2018.03,241.5,2018-03-01,1.5
제주,2018.03,383.5,2018-03-01,1.5
서울,2018.04,743.8,2018-04-01,1.5
도심권,2018.04,974.6,2018-04-01,1.5
동북권,2018.04,611.6,2018-04-01,1.5
동남권,2018.04,1204.4,2018-04-01,1.5
서북권,2018.04,715.9,2018-04-01,1.5
서남권,2018.04,676.0,2018-04-01,1.5
부산,2018.04,338.2,2018-04-01,1.5
대구,2018.04,352.6,2018-04-01,1.5
인천,2018.04,337.1,2018-04-01,1.5
광주,2018.04,276.0,2018-04-01,1.5
대전,2018.04,283.1,2018-04-01,1.5
울산,2018.04,295.7,2018-04-01,1.5
경기,2018.04,411.1,2018-04-01,1.5
강원,2018.04,200.3,2018-04-01,1.5
충북,2018.04,200.1,2018-04-01,1.5
충남,2018.04,206.3,2018-04-01,1.5
전북,2018.04,192.0,2018-04-01,1.5
전남,2018.04,180.7,2018-04-01,1.5
경북,2018.04,181.9,2018-04-01,1.5
경남,2018.04,236.1,2018-04-01,1.5
제주,2018.04,355.7,2018-04-01,1.5
서울,2018.05,748.8,2018-05-01,1.5
도심권,2018.05,929.6,2018-05-01,1.5
동북권,2018.05,606.8,2018-05-01,1.5
동남권,2018.05,1231.9,2018-05-01,1.5
서북권,2018.05,726.2,2018-05-01,1.5
서남권,2018.05,691.7,2018-05-01,1.5
부산,2018.05,341.6,2018-05-01,1.5
대구,2018.05,350.2,2018-05-01,1.5
인천,2018.05,341.4,2018-05-01,1.5
광주,2018.05,279.6,2018-05-01,1.5
대전,2018.05,279.6,2018-05-01,1.5
울산,2018.05,287.5,2018-05-01,1.5
경기,2018.05,413.5,2018-05-01,1.5
강원,2018.05,199.4,2018-05-01,1.5
충북,2018.05,197.3,2018-05-01,1.5
충남,2018.05,207.5,2018-05-01,1.5
전북,2018.05,189.5,2018-05-01,1.5
전남,2018.05,189.9,2018-05-01,1.5
경북,2018.05,180.1,2018-05-01,1.5
경남,2018.05,237.9,2018-05-01,1.5
제주,2018.05,374.5,2018-05-01,1.5
서울,2018.06,757.7,2018-06-01,1.5
도심권,2018.06,960.2,2018-06-01,1.5
동북권,2018.06,619.7,2018-06-01,1.5
동남권,2018.06,1218.8,2018-06-01,1.5
서북권,2018.06,730.6,2018-06-01,1.5
서남권,2018.06,716.2,2018-06-01,1.5
부산,2018.06,341.2,2018-06-01,1.5
대구,2018.06,354.4,2018-06-01,1.5
인천,2018.06,344.6,2018-06-01,1.5
광주,2018.06,282.8,2018-06-01,1.5
대전,2018.06,285.2,2018-06-01,1.5
울산,2018.06,291.3,2018-06-01,1.5
경기,2018.06,423.0,2018-06-01,1.5
강원,2018.06,197.9,2018-06-01,1.5
충북,2018.06,197.4,2018-06-01,1.5
충남,2018.06,206.8,2018-06-01,1.5
전북,2018.06,198.9,2018-06-01,1.5
전남,2018.06,189.5,2018-06-01,1.5
경북,2018.06,188.3,2018-06-01,1.5
경남,2018.06,229.4,2018-06-01,1.5
제주,2018.06,385.9,2018-06-01,1.5
서울,2018.07,863.1,2018-07-01,1.5
도심권,2018.07,1058.0,2018-07-01,1.5
동북권,2018.07,656.8,2018-07-01,1.5
동남권,2018.07,1410.9,2018-07-01,1.5
서북권,2018.07,794.6,2018-07-01,1.5
서남권,2018.07,773.5,2018-07-01,1.5
부산,2018.07,339.5,2018-07-01,1.5
대구,2018.07,349.7,2018-07-01,1.5
인천,2018.07,345.0,2018-07-01,1.5
광주,2018.07,283.3,2018-07-01,1.5
대전,2018.07,289.8,2018-07-01,1.5
울산,2018.07,295.2,2018-07-01,1.5
경기,2018.07,446.7,2018-07-01,1.5
강원,2018.07,196.6,2018-07-01,1.5
충북,2018.07,197.1,2018-07-01,1.5
충남,2018.07,208.4,2018-07-01,1.5
전북,2018.07,185.9,2018-07-01,1.5
전남,2018.07,190.1,2018-07-01,1.5
경북,2018.07,182.0,2018-07-01,1.5
경남,2018.07,228.6,2018-07-01,1.5
제주,2018.07,392.1,2018-07-01,1.5
서울,2018.08,881.5,2018-08-01,1.5
도심권,2018.08,1068.9,2018-08-01,1.5
동북권,2018.08,680.8,2018-08-01,1.5
동남권,2018.08,1401.7,2018-08-01,1.5
서북권,2018.08,838.0,2018-08-01,1.5
서남권,2018.08,781.1,2018-08-01,1.5
부산,2018.08,344.6,2018-08-01,1.5
대구,2018.08,370.0,2018-08-01,1.5
인천,2018.08,355.6,2018-08-01,1.5
광주,2018.08,295.6,2018-08-01,1.5
대전,2018.08,321.2,2018-08-01,1.5
울산,2018.08,284.3,2018-08-01,1.5
경기,2018.08,515.1,2018-08-01,1.5
강원,2018.08,197.4,2018-08-01,1.5
충북,2018.08,196.3,2018-08-01,1.5
충남,2018.08,210.0,2018-08-01,1.5
전북,2018.08,196.1,2018-08-01,1.5
전남,2018.08,197.3,2018-08-01,1.5
경북,2018.08,185.8,2018-08-01,1.5
경남,2018.08,234.9,2018-08-01,1.5
제주,2018.08,424.1,2018-08-01,1.5
서울,2018.09,867.1,2018-09-01,1.5
도심권,2018.09,1036.1,2018-09-01,1.5
동북권,2018.09,703.9,2018-09-01,1.5
동남권,2018.09,1354.8,2018-09-01,1.5
서북권,2018.09,814.6,2018-09-01,1.5
서남권,2018.09,740.3,2018-09-01,1.5
부산,2018.09,371.3,2018-09-01,1.5
대구,2018.09,386.8,2018-09-01,1.5
인천,2018.09,372.2,2018-09-01,1.5
광주,2018.09,292.7,2018-09-01,1.5
대전,2018.09,324.7,2018-09-01,1.5
울산,2018.09,294.2,2018-09-01,1.5
경기,2018.09,455.6,2018-09-01,1.5
강원,2018.09,202.5,2018-09-01,1.5
충북,2018.09,204.1,2018-09-01,1.5
충남,2018.09,218.1,2018-09-01,1.5
전북,2018.09,201.2,2018-09-01,1.5
전남,2018.09,205.7,2018-09-01,1.5
경북,2018.09,188.9,2018-09-01,1.5
경남,2018.09,247.6,2018-09-01,1.5
제주,2018.09,422.2,2018-09-01,1.5
서울,2018.11,829.3,2018-11-01,1.75
도심권,2018.11,1033.4,2018-11-01,1.75
동북권,2018.11,688.2,2018-11-01,1.75
동남권,2018.11,1282.6,2018-11-01,1.75
서북권,2018.11,755.0,2018-11-01,1.75
서남권,2018.11,732.1,2018-11-01,1.75
부산,2018.11,350.2,2018-11-01,1.75
대구,2018.11,346.4,2018-11-01,1.75
인천,2018.11,354.5,2018-11-01,1.75
광주,2018.11,277.4,2018-11-01,1.75
대전,2018.11,306.2,2018-11-01,1.75
울산,2018.11,285.6,2018-11-01,1.75
경기,2018.11,400.2,2018-11-01,1.75
강원,2018.11,194.4,2018-11-01,1.75
충북,2018.11,199.3,2018-11-01,1.75
충남,2018.11,234.0,2018-11-01,1.75
전북,2018.11,199.4,2018-11-01,1.75
전남,2018.11,203.0,2018-11-01,1.75
경북,2018.11,179.9,2018-11-01,1.75
경남,2018.11,236.5,2018-11-01,1.75
제주,2018.11,391.3,2018-11-01,1.75
서울,2018.12,812.4,2018-12-01,1.75
도심권,2018.12,972.9,2018-12-01,1.75
동북권,2018.12,689.3,2018-12-01,1.75
동남권,2018.12,1273.4,2018-12-01,1.75
서북권,2018.12,745.8,2018-12-01,1.75
서남권,2018.12,718.7,2018-12-01,1.75
부산,2018.12,343.0,2018-12-01,1.75
대구,2018.12,347.7,2018-12-01,1.75
인천,2018.12,348.9,2018-12-01,1.75
광주,2018.12,278.3,2018-12-01,1.75
대전,2018.12,294.3,2018-12-01,1.75
울산,2018.12,289.8,2018-12-01,1.75
경기,2018.12,395.6,2018-12-01,1.75
강원,2018.12,194.5,2018-12-01,1.75
충북,2018.12,192.5,2018-12-01,1.75
충남,2018.12,218.2,2018-12-01,1.75
전북,2018.12,200.6,2018-12-01,1.75
전남,2018.12,197.3,2018-12-01,1.75
경북,2018.12,180.7,2018-12-01,1.75
경남,2018.12,235.8,2018-12-01,1.75
제주,2018.12,371.6,2018-12-01,1.75
서울,2019.01,815.7,2019-01-01,1.75
도심권,2019.01,985.6,2019-01-01,1.75
동북권,2019.01,675.2,2019-01-01,1.75
동남권,2019.01,1287.2,2019-01-01,1.75
서북권,2019.01,746.0,2019-01-01,1.75
서남권,2019.01,744.8,2019-01-01,1.75
부산,2019.01,348.1,2019-01-01,1.75
대구,2019.01,332.1,2019-01-01,1.75
인천,2019.01,346.5,2019-01-01,1.75
광주,2019.01,276.0,2019-01-01,1.75
대전,2019.01,291.7,2019-01-01,1.75
울산,2019.01,286.0,2019-01-01,1.75
경기,2019.01,381.6,2019-01-01,1.75
강원,2019.01,191.2,2019-01-01,1.75
충북,2019.01,197.0,2019-01-01,1.75
충남,2019.01,217.8,2019-01-01,1.75
전북,2019.01,194.8,2019-01-01,1.75
전남,2019.01,204.1,2019-01-01,1.75
경북,2019.01,177.0,2019-01-01,1.75
경남,2019.01,234.3,2019-01-01,1.75
제주,2019.01,356.8,2019-01-01,1.75
서울,2019.1,1064.0,2019-01-01,1.75
도심권,2019.1,1229.5,2019-01-01,1.75
동북권,2019.1,826.4,2019-01-01,1.75
동남권,2019.1,1552.2,2019-01-01,1.75
서북권,2019.1,1009.1,2019-01-01,1.75
서남권,2019.1,926.3,2019-01-01,1.75
부산,2019.1,403.3,2019-01-01,1.75
대구,2019.1,377.4,2019-01-01,1.75
인천,2019.1,384.3,2019-01-01,1.75
광주,2019.1,295.9,2019-01-01,1.75
대전,2019.1,339.0,2019-01-01,1.75
울산,2019.1,338.6,2019-01-01,1.75
경기,2019.1,506.4,2019-01-01,1.75
강원,2019.1,196.8,2019-01-01,1.75
충북,2019.1,226.1,2019-01-01,1.75
충남,2019.1,247.4,2019-01-01,1.75
전북,2019.1,197.4,2019-01-01,1.75
전남,2019.1,205.1,2019-01-01,1.75
경북,2019.1,199.6,2019-01-01,1.75
경남,2019.1,277.1,2019-01-01,1.75
제주,2019.1,371.5,2019-01-01,1.75
서울,2019.02,843.8,2019-02-01,1.75
도심권,2019.02,1122.7,2019-02-01,1.75
동북권,2019.02,695.5,2019-02-01,1.75
동남권,2019.02,1316.3,2019-02-01,1.75
서북권,2019.02,802.7,2019-02-01,1.75
서남권,2019.02,734.2,2019-02-01,1.75
부산,2019.02,344.1,2019-02-01,1.75
대구,2019.02,317.9,2019-02-01,1.75
인천,2019.02,339.5,2019-02-01,1.75
광주,2019.02,267.3,2019-02-01,1.75
대전,2019.02,282.8,2019-02-01,1.75
울산,2019.02,278.7,2019-02-01,1.75
경기,2019.02,376.4,2019-02-01,1.75
강원,2019.02,190.3,2019-02-01,1.75
충북,2019.02,197.6,2019-02-01,1.75
충남,2019.02,217.0,2019-02-01,1.75
전북,2019.02,190.7,2019-02-01,1.75
전남,2019.02,203.1,2019-02-01,1.75
경북,2019.02,169.3,2019-02-01,1.75
경남,2019.02,234.7,2019-02-01,1.75
제주,2019.02,368.3,2019-02-01,1.75
서울,2019.03,889.1,2019-03-01,1.75
도심권,2019.03,1004.1,2019-03-01,1.75
동북권,2019.03,676.6,2019-03-01,1.75
동남권,2019.03,1470.2,2019-03-01,1.75
서북권,2019.03,805.5,2019-03-01,1.75
서남권,2019.03,739.3,2019-03-01,1.75
부산,2019.03,347.7,2019-03-01,1.75
대구,2019.03,328.1,2019-03-01,1.75
인천,2019.03,340.5,2019-03-01,1.75
광주,2019.03,271.5,2019-03-01,1.75
대전,2019.03,286.8,2019-03-01,1.75
울산,2019.03,283.0,2019-03-01,1.75
경기,2019.03,378.3,2019-03-01,1.75
강원,2019.03,189.5,2019-03-01,1.75
충북,2019.03,191.1,2019-03-01,1.75
충남,2019.03,220.2,2019-03-01,1.75
전북,2019.03,187.0,2019-03-01,1.75
전남,2019.03,194.1,2019-03-01,1.75
경북,2019.03,178.2,2019-03-01,1.75
경남,2019.03,235.0,2019-03-01,1.75
제주,2019.03,346.2,2019-03-01,1.75
서울,2019.04,983.8,2019-04-01,1.75
도심권,2019.04,1136.9,2019-04-01,1.75
동북권,2019.04,722.1,2019-04-01,1.75
동남권,2019.04,1510.1,2019-04-01,1.75
서북권,2019.04,817.3,2019-04-01,1.75
서남권,2019.04,816.7,2019-04-01,1.75
부산,2019.04,345.0,2019-04-01,1.75
대구,2019.04,331.1,2019-04-01,1.75
인천,2019.04,342.4,2019-04-01,1.75
광주,2019.04,270.8,2019-04-01,1.75
대전,2019.04,297.2,2019-04-01,1.75
울산,2019.04,284.8,2019-04-01,1.75
경기,2019.04,394.8,2019-04-01,1.75
강원,2019.04,192.5,2019-04-01,1.75
충북,2019.04,192.8,2019-04-01,1.75
충남,2019.04,211.8,2019-04-01,1.75
전북,2019.04,188.6,2019-04-01,1.75
전남,2019.04,198.4,2019-04-01,1.75
경북,2019.04,171.7,2019-04-01,1.75
경남,2019.04,230.3,2019-04-01,1.75
제주,2019.04,368.4,2019-04-01,1.75
서울,2019.05,1066.8,2019-05-01,1.75
도심권,2019.05,1124.4,2019-05-01,1.75
동북권,2019.05,744.7,2019-05-01,1.75
동남권,2019.05,1605.4,2019-05-01,1.75
서북권,2019.05,907.0,2019-05-01,1.75
서남권,2019.05,875.8,2019-05-01,1.75
부산,2019.05,353.3,2019-05-01,1.75
대구,2019.05,336.8,2019-05-01,1.75
인천,2019.05,341.4,2019-05-01,1.75
광주,2019.05,270.8,2019-05-01,1.75
대전,2019.05,301.9,2019-05-01,1.75
울산,2019.05,291.0,2019-05-01,1.75
경기,2019.05,428.8,2019-05-01,1.75
강원,2019.05,191.0,2019-05-01,1.75
충북,2019.05,192.3,2019-05-01,1.75
충남,2019.05,219.9,2019-05-01,1.75
전북,2019.05,189.8,2019-05-01,1.75
전남,2019.05,201.3,2019-05-01,1.75
경북,2019.05,175.9,2019-05-01,1.75
경남,2019.05,239.9,2019-05-01,1.75
제주,2019.05,386.1,2019-05-01,1.75
서울,2019.06,1100.2,2019-06-01,1.75
도심권,2019.06,1209.6,2019-06-01,1.75
동북권,2019.06,784.8,2019-06-01,1.75
동남권,2019.06,1603.0,2019-06-01,1.75
서북권,2019.06,963.4,2019-06-01,1.75
서남권,2019.06,935.9,2019-06-01,1.75
부산,2019.06,360.8,2019-06-01,1.75
대구,2019.06,359.0,2019-06-01,1.75
인천,2019.06,348.8,2019-06-01,1.75
광주,2019.06,287.7,2019-06-01,1.75
대전,2019.06,313.1,2019-06-01,1.75
울산,2019.06,307.3,2019-06-01,1.75
경기,2019.06,473.7,2019-06-01,1.75
강원,2019.06,193.6,2019-06-01,1.75
충북,2019.06,194.5,2019-06-01,1.75
충남,2019.06,225.4,2019-06-01,1.75
전북,2019.06,191.8,2019-06-01,1.75
전남,2019.06,194.8,2019-06-01,1.75
경북,2019.06,180.1,2019-06-01,1.75
경남,2019.06,239.8,2019-06-01,1.75
제주,2019.06,408.4,2019-06-01,1.75
서울,2019.07,1072.5,2019-07-01,1.5
도심권,2019.07,1269.8,2019-07-01,1.5
동북권,2019.07,811.7,2019-07-01,1.5
동남권,2019.07,1567.2,2019-07-01,1.5
서북권,2019.07,994.5,2019-07-01,1.5
서남권,2019.07,904.2,2019-07-01,1.5
부산,2019.07,361.4,2019-07-01,1.5
대구,2019.07,354.2,2019-07-01,1.5
인천,2019.07,353.3,2019-07-01,1.5
광주,2019.07,286.8,2019-07-01,1.5
대전,2019.07,322.7,2019-07-01,1.5
울산,2019.07,307.5,2019-07-01,1.5
경기,2019.07,493.2,2019-07-01,1.5
강원,2019.07,189.4,2019-07-01,1.5
충북,2019.07,194.8,2019-07-01,1.5
충남,2019.07,230.3,2019-07-01,1.5
전북,2019.07,197.7,2019-07-01,1.5
전남,2019.07,200.0,2019-07-01,1.5
경북,2019.07,188.3,2019-07-01,1.5
경남,2019.07,247.3,2019-07-01,1.5
제주,2019.07,408.0,2019-07-01,1.5
서울,2019.08,1022.9,2019-08-01,1.5
도심권,2019.08,1207.9,2019-08-01,1.5
동북권,2019.08,818.8,2019-08-01,1.5
동남권,2019.08,1560.6,2019-08-01,1.5
서북권,2019.08,989.5,2019-08-01,1.5
서남권,2019.08,879.1,2019-08-01,1.5
부산,2019.08,368.7,2019-08-01,1.5
대구,2019.08,363.3,2019-08-01,1.5
인천,2019.08,361.2,2019-08-01,1.5
광주,2019.08,296.0,2019-08-01,1.5
대전,2019.08,328.2,2019-08-01,1.5
울산,2019.08,318.3,2019-08-01,1.5
경기,2019.08,470.1,2019-08-01,1.5
강원,2019.08,192.0,2019-08-01,1.5
충북,2019.08,202.5,2019-08-01,1.5
충남,2019.08,237.2,2019-08-01,1.5
전북,2019.08,196.5,2019-08-01,1.5
전남,2019.08,199.6,2019-08-01,1.5
경북,2019.08,188.7,2019-08-01,1.5
경남,2019.08,249.5,2019-08-01,1.5
제주,2019.08,381.6,2019-08-01,1.5
서울,2019.09,1072.2,2019-09-01,1.5
도심권,2019.09,1271.8,2019-09-01,1.5
동북권,2019.09,796.9,2019-09-01,1.5
동남권,2019.09,1607.9,2019-09-01,1.5
서북권,2019.09,986.5,2019-09-01,1.5
서남권,2019.09,887.0,2019-09-01,1.5
부산,2019.09,376.3,2019-09-01,1.5
대구,2019.09,371.2,2019-09-01,1.5
인천,2019.09,371.5,2019-09-01,1.5
광주,2019.09,297.3,2019-09-01,1.5
대전,2019.09,332.8,2019-09-01,1.5
울산,2019.09,323.2,2019-09-01,1.5
경기,2019.09,478.0,2019-09-01,1.5
강원,2019.09,192.6,2019-09-01,1.5
충북,2019.09,208.1,2019-09-01,1.5
충남,2019.09,246.1,2019-09-01,1.5
전북,2019.09,198.6,2019-09-01,1.5
전남,2019.09,198.3,2019-09-01,1.5
경북,2019.09,194.9,2019-09-01,1.5
경남,2019.09,247.0,2019-09-01,1.5
제주,2019.09,379.9,2019-09-01,1.5
서울,2019.11,1058.8,2019-11-01,1.25
도심권,2019.11,1247.7,2019-11-01,1.25
동북권,2019.11,843.2,2019-11-01,1.25
동남권,2019.11,1544.1,2019-11-01,1.25
서북권,2019.11,1048.4,2019-11-01,1.25
서남권,2019.11,943.0,2019-11-01,1.25
부산,2019.11,454.6,2019-11-01,1.25
대구,2019.11,402.7,2019-11-01,1.25
인천,2019.11,402.0,2019-11-01,1.25
광주,2019.11,308.0,2019-11-01,1.25
대전,2019.11,349.6,2019-11-01,1.25
울산,2019.11,331.2,2019-11-01,1.25
경기,2019.11,523.5,2019-11-01,1.25
강원,2019.11,200.3,2019-11-01,1.25
충북,2019.11,244.5,2019-11-01,1.25
충남,2019.11,280.8,2019-11-01,1.25
전북,2019.11,217.6,2019-11-01,1.25
전남,2019.11,208.3,2019-11-01,1.25
경북,2019.11,204.8,2019-11-01,1.25
경남,2019.11,287.6,2019-11-01,1.25
제주,2019.11,413.9,2019-11-01,1.25
서울,2019.12,1011.5,2019-12-01,1.25
도심권,2019.12,1231.9,2019-12-01,1.25
동북권,2019.12,821.9,2019-12-01,1.25
동남권,2019.12,1533.2,2019-12-01,1.25
서북권,2019.12,1018.7,2019-12-01,1.25
서남권,2019.12,909.5,2019-12-01,1.25
부산,2019.12,411.8,2019-12-01,1.25
대구,2019.12,396.3,2019-12-01,1.25
인천,2019.12,396.4,2019-12-01,1.25
광주,2019.12,310.2,2019-12-01,1.25
대전,2019.12,349.1,2019-12-01,1.25
울산,2019.12,329.3,2019-12-01,1.25
경기,2019.12,500.3,2019-12-01,1.25
강원,2019.12,206.1,2019-12-01,1.25
충북,2019.12,233.6,2019-12-01,1.25
충남,2019.12,268.5,2019-12-01,1.25
전북,2019.12,230.7,2019-12-01,1.25
전남,2019.12,212.2,2019-12-01,1.25
경북,2019.12,202.0,2019-12-01,1.25
경남,2019.12,267.4,2019-12-01,1.25
제주,2019.12,379.6,2019-12-01,1.25
서울,2020.01,903.2,2020-01-01,1.25
도심권,2020.01,1188.2,2020-01-01,1.25
동북권,2020.01,787.4,2020-01-01,1.25
동남권,2020.01,1293.9,2020-01-01,1.25
서북권,2020.01,931.4,2020-01-01,1.25
서남권,2020.01,864.7,2020-01-01,1.25
부산,2020.01,400.3,2020-01-01,1.25
대구,2020.01,384.0,2020-01-01,1.25
인천,2020.01,406.5,2020-01-01,1.25
광주,2020.01,317.0,2020-01-01,1.25
대전,2020.01,341.4,2020-01-01,1.25
울산,2020.01,330.5,2020-01-01,1.25
경기,2020.01,476.5,2020-01-01,1.25
강원,2020.01,204.3,2020-01-01,1.25
충북,2020.01,221.5,2020-01-01,1.25
충남,2020.01,248.0,2020-01-01,1.25
전북,2020.01,220.0,2020-01-01,1.25
전남,2020.01,216.6,2020-01-01,1.25
경북,2020.01,204.7,2020-01-01,1.25
경남,2020.01,270.0,2020-01-01,1.25
제주,2020.01,382.5,2020-01-01,1.25
서울,2020.1,1203.9,2020-01-01,1.25
도심권,2020.1,1439.5,2020-01-01,1.25
동북권,2020.1,1001.0,2020-01-01,1.25
동남권,2020.1,1767.6,2020-01-01,1.25
서북권,2020.1,1133.4,2020-01-01,1.25
서남권,2020.1,1055.7,2020-01-01,1.25
부산,2020.1,469.8,2020-01-01,1.25
대구,2020.1,441.8,2020-01-01,1.25
인천,2020.1,391.1,2020-01-01,1.25
광주,2020.1,373.1,2020-01-01,1.25
대전,2020.1,410.6,2020-01-01,1.25
울산,2020.1,386.6,2020-01-01,1.25
경기,2020.1,516.5,2020-01-01,1.25
강원,2020.1,218.0,2020-01-01,1.25
충북,2020.1,228.7,2020-01-01,1.25
충남,2020.1,258.5,2020-01-01,1.25
전북,2020.1,229.1,2020-01-01,1.25
전남,2020.1,216.0,2020-01-01,1.25
경북,2020.1,212.8,2020-01-01,1.25
경남,2020.1,313.2,2020-01-01,1.25
제주,2020.1,422.2,2020-01-01,1.25
서울,2020.02,934.7,2020-02-01,1.25
도심권,2020.02,1155.1,2020-02-01,1.25
동북권,2020.02,800.4,2020-02-01,1.25
동남권,2020.02,1463.8,2020-02-01,1.25
서북권,2020.02,910.5,2020-02-01,1.25
서남권,2020.02,878.4,2020-02-01,1.25
부산,2020.02,398.8,2020-02-01,1.25
대구,2020.02,376.0,2020-02-01,1.25
인천,2020.02,408.9,2020-02-01,1.25
광주,2020.02,303.7,2020-02-01,1.25
대전,2020.02,342.2,2020-02-01,1.25
울산,2020.02,329.7,2020-02-01,1.25
경기,2020.02,467.7,2020-02-01,1.25
강원,2020.02,202.5,2020-02-01,1.25
충북,2020.02,218.9,2020-02-01,1.25
충남,2020.02,233.5,2020-02-01,1.25
전북,2020.02,221.5,2020-02-01,1.25
전남,2020.02,217.2,2020-02-01,1.25
경북,2020.02,203.5,2020-02-01,1.25
경남,2020.02,261.2,2020-02-01,1.25
제주,2020.02,392.2,2020-02-01,1.25
서울,2020.03,911.9,2020-03-01,0.75
도심권,2020.03,1111.3,2020-03-01,0.75
동북권,2020.03,791.3,2020-03-01,0.75
동남권,2020.03,1466.1,2020-03-01,0.75
서북권,2020.03,901.0,2020-03-01,0.75
서남권,2020.03,845.8,2020-03-01,0.75
부산,2020.03,380.7,2020-03-01,0.75
대구,2020.03,350.7,2020-03-01,0.75
인천,2020.03,376.8,2020-03-01,0.75
광주,2020.03,295.5,2020-03-01,0.75
대전,2020.03,335.0,2020-03-01,0.75
울산,2020.03,320.8,2020-03-01,0.75
경기,2020.03,427.5,2020-03-01,0.75
강원,2020.03,200.3,2020-03-01,0.75
충북,2020.03,210.1,2020-03-01,0.75
충남,2020.03,223.4,2020-03-01,0.75
전북,2020.03,202.1,2020-03-01,0.75
전남,2020.03,212.2,2020-03-01,0.75
경북,2020.03,185.1,2020-03-01,0.75
경남,2020.03,245.7,2020-03-01,0.75
제주,2020.03,370.5,2020-03-01,0.75
서울,2020.04,949.4,2020-04-01,0.75
도심권,2020.04,1131.6,2020-04-01,0.75
동북권,2020.04,779.3,2020-04-01,0.75
동남권,2020.04,1619.3,2020-04-01,0.75
서북권,2020.04,835.7,2020-04-01,0.75
서남권,2020.04,841.5,2020-04-01,0.75
부산,2020.04,379.1,2020-04-01,0.75
대구,2020.04,349.5,2020-04-01,0.75
인천,2020.04,366.2,2020-04-01,0.75
광주,2020.04,289.7,2020-04-01,0.75
대전,2020.04,315.8,2020-04-01,0.75
울산,2020.04,306.7,2020-04-01,0.75
경기,2020.04,415.6,2020-04-01,0.75
강원,2020.04,200.8,2020-04-01,0.75
충북,2020.04,218.1,2020-04-01,0.75
충남,2020.04,222.3,2020-04-01,0.75
전북,2020.04,196.0,2020-04-01,0.75
전남,2020.04,208.8,2020-04-01,0.75
경북,2020.04,186.0,2020-04-01,0.75
경남,2020.04,242.8,2020-04-01,0.75
제주,2020.04,365.1,2020-04-01,0.75
서울,2020.05,1051.0,2020-05-01,0.5
도심권,2020.05,1339.8,2020-05-01,0.5
동북권,2020.05,815.1,2020-05-01,0.5
동남권,2020.05,1667.2,2020-05-01,0.5
서북권,2020.05,944.8,2020-05-01,0.5
서남권,2020.05,908.1,2020-05-01,0.5
부산,2020.05,398.7,2020-05-01,0.5
대구,2020.05,368.6,2020-05-01,0.5
인천,2020.05,379.0,2020-05-01,0.5
광주,2020.05,296.9,2020-05-01,0.5
대전,2020.05,357.1,2020-05-01,0.5
울산,2020.05,333.9,2020-05-01,0.5
경기,2020.05,453.9,2020-05-01,0.5
강원,2020.05,206.2,2020-05-01,0.5
충북,2020.05,255.0,2020-05-01,0.5
충남,2020.05,235.7,2020-05-01,0.5
전북,2020.05,210.7,2020-05-01,0.5
전남,2020.05,220.8,2020-05-01,0.5
경북,2020.05,208.0,2020-05-01,0.5
경남,2020.05,262.6,2020-05-01,0.5
제주,2020.05,390.1,2020-05-01,0.5
서울,2020.06,1118.3,2020-06-01,0.5
도심권,2020.06,1318.2,2020-06-01,0.5
동북권,2020.06,897.7,2020-06-01,0.5
동남권,2020.06,1678.0,2020-06-01,0.5
서북권,2020.06,1066.8,2020-06-01,0.5
서남권,2020.06,995.8,2020-06-01,0.5
부산,2020.06,474.0,2020-06-01,0.5
대구,2020.06,404.2,2020-06-01,0.5
인천,2020.06,402.8,2020-06-01,0.5
광주,2020.06,319.3,2020-06-01,0.5
대전,2020.06,406.3,2020-06-01,0.5
울산,2020.06,379.7,2020-06-01,0.5
경기,2020.06,526.8,2020-06-01,0.5
강원,2020.06,225.4,2020-06-01,0.5
충북,2020.06,234.0,2020-06-01,0.5
충남,2020.06,282.2,2020-06-01,0.5
전북,2020.06,232.8,2020-06-01,0.5
전남,2020.06,228.0,2020-06-01,0.5
경북,2020.06,224.3,2020-06-01,0.5
경남,2020.06,319.0,2020-06-01,0.5
제주,2020.06,410.7,2020-06-01,0.5
서울,2020.07,1122.8,2020-07-01,0.5
도심권,2020.07,1333.7,2020-07-01,0.5
동북권,2020.07,954.7,2020-07-01,0.5
동남권,2020.07,1592.0,2020-07-01,0.5
서북권,2020.07,1072.6,2020-07-01,0.5
서남권,2020.07,1039.2,2020-07-01,0.5
부산,2020.07,442.4,2020-07-01,0.5
대구,2020.07,422.8,2020-07-01,0.5
인천,2020.07,382.2,2020-07-01,0.5
광주,2020.07,321.6,2020-07-01,0.5
대전,2020.07,373.4,2020-07-01,0.5
울산,2020.07,362.1,2020-07-01,0.5
경기,2020.07,541.1,2020-07-01,0.5
강원,2020.07,216.5,2020-07-01,0.5
충북,2020.07,205.8,2020-07-01,0.5
충남,2020.07,264.5,2020-07-01,0.5
전북,2020.07,215.4,2020-07-01,0.5
전남,2020.07,226.0,2020-07-01,0.5
경북,2020.07,207.0,2020-07-01,0.5
경남,2020.07,292.1,2020-07-01,0.5
제주,2020.07,413.8,2020-07-01,0.5
서울,2020.08,1211.1,2020-08-01,0.5
도심권,2020.08,1460.7,2020-08-01,0.5
동북권,2020.08,1032.9,2020-08-01,0.5
동남권,2020.08,1679.0,2020-08-01,0.5
서북권,2020.08,1140.4,2020-08-01,0.5
