지역,연월,평균가격,날짜,기준금리
울산,2023.01,386.4,2023-01-01,3.5
경기,2023.01,618.8,2023-01-01,3.5
강원,2023.01,255.0,2023-01-01,3.5
충북,2023.01,266.2,2023-01-01,3.5
충남,2023.01,280.7,2023-01-01,3.5
전북,2023.01,249.6,2023-01-01,3.5
전남,2023.01,237.3,2023-01-01,3.5
경북,2023.01,230.6,2023-01-01,3.5
경남,2023.01,323.3,2023-01-01,3.5
제주,2023.01,429.2,2023-01-01,3.5
서울,2023.1,1379.9,2023-01-01,3.5
도심권,2023.1,1758.8,2023-01-01,3.5
동북권,2023.1,1067.5,2023-01-01,3.5
동남권,2023.1,2095.2,2023-01-01,3.5
서북권,2023.1,1182.5,2023-01-01,3.5
서남권,2023.1,1194.3,2023-01-01,3.5
부산,2023.1,487.9,2023-01-01,3.5
대구,2023.1,413.6,2023-01-01,3.5
인천,2023.1,483.1,2023-01-01,3.5
광주,2023.1,360.5,2023-01-01,3.5
대전,2023.1,429.4,2023-01-01,3.5
울산,2023.1,377.2,2023-01-01,3.5
경기,2023.1,609.0,2023-01-01,3.5
강원,2023.1,289.4,2023-01-01,3.5
충북,2023.1,280.6,2023-01-01,3.5
충남,2023.1,269.3,2023-01-01,3.5
전북,2023.1,248.9,2023-01-01,3.5
전남,2023.1,231.0,2023-01-01,3.5
경북,2023.1,238.8,2023-01-01,3.5
경남,2023.1,306.4,2023-01-01,3.5
제주,2023.1,443.7,2023-01-01,3.5
서울,2023.02,1357.9,2023-02-01,3.5
도심권,2023.02,1516.3,2023-02-01,3.5
동북권,2023.02,1050.4,2023-02-01,3.5
동남권,2023.02,1914.7,2023-02-01,3.5
서북권,2023.02,1219.5,2023-02-01,3.5
서남권,2023.02,1136.1,2023-02-01,3.5
부산,2023.02,515.6,2023-02-01,3.5
대구,2023.02,418.8,2023-02-01,3.5
인천,2023.02,517.7,2023-02-01,3.5
광주,2023.02,382.5,2023-02-01,3.5
대전,2023.02,434.5,2023-02-01,3.5
울산,2023.02,398.3,2023-02-01,3.5
경기,2023.02,645.1,2023-02-01,3.5
강원,2023.02,266.4,2023-02-01,3.5
충북,2023.02,285.1,2023-02-01,3.5
충남,2023.02,286.6,2023-02-01,3.5
전북,2023.02,258.7,2023-02-01,3.5
전남,2023.02,236.0,2023-02-01,3.5
경북,2023.02,241.7,2023-02-01,3.5
경남,2023.02,321.5,2023-02-01,3.5
제주,2023.02,440.6,2023-02-01,3.5
서울,2023.03,1350.8,2023-03-01,3.5
도심권,2023.03,1565.3,2023-03-01,3.5
동북권,2023.03,1054.7,2023-03-01,3.5
동남권,2023.03,1951.2,2023-03-01,3.5
서북권,2023.03,1191.7,2023-03-01,3.5
서남권,2023.03,1153.7,2023-03-01,3.5
부산,2023.03,501.2,2023-03-01,3.5
대구,2023.03,413.2,2023-03-01,3.5
인천,2023.03,496.3,2023-03-01,3.5
광주,2023.03,381.6,2023-03-01,3.5
대전,2023.03,414.8,2023-03-01,3.5
울산,2023.03,399.5,2023-03-01,3.5
경기,2023.03,624.6,2023-03-01,3.5
강원,2023.03,262.8,2023-03-01,3.5
충북,2023.03,276.8,2023-03-01,3.5
충남,2023.03,270.5,2023-03-01,3.5
전북,2023.03,254.5,2023-03-01,3.5
전남,2023.03,228.7,2023-03-01,3.5
경북,2023.03,233.8,2023-03-01,3.5
경남,2023.03,310.2,2023-03-01,3.5
제주,2023.03,439.0,2023-03-01,3.5
서울,2023.04,1373.4,2023-04-01,3.5
도심권,2023.04,1537.4,2023-04-01,3.5
동북권,2023.04,1082.3,2023-04-01,3.5
동남권,2023.04,1964.0,2023-04-01,3.5
서북권,2023.04,1246.9,2023-04-01,3.5
서남권,2023.04,1168.1,2023-04-01,3.5
부산,2023.04,517.4,2023-04-01,3.5
대구,2023.04,421.7,2023-04-01,3.5
인천,2023.04,504.3,2023-04-01,3.5
광주,2023.04,381.7,2023-04-01,3.5
대전,2023.04,423.3,2023-04-01,3.5
울산,2023.04,390.7,2023-04-01,3.5
경기,2023.04,645.2,2023-04-01,3.5
강원,2023.04,267.8,2023-04-01,3.5
충북,2023.04,274.7,2023-04-01,3.5
충남,2023.04,278.1,2023-04-01,3.5
전북,2023.04,255.9,2023-04-01,3.5
전남,2023.04,225.6,2023-04-01,3.5
경북,2023.04,242.3,2023-04-01,3.5
경남,2023.04,317.0,2023-04-01,3.5
제주,2023.04,462.0,2023-04-01,3.5
서울,2023.05,1439.3,2023-05-01,3.5
도심권,2023.05,1624.0,2023-05-01,3.5
동북권,2023.05,1102.3,2023-05-01,3.5
동남권,2023.05,2065.1,2023-05-01,3.5
서북권,2023.05,1317.7,2023-05-01,3.5
서남권,2023.05,1212.1,2023-05-01,3.5
부산,2023.05,512.1,2023-05-01,3.5
대구,2023.05,434.6,2023-05-01,3.5
인천,2023.05,507.2,2023-05-01,3.5
광주,2023.05,385.3,2023-05-01,3.5
대전,2023.05,421.4,2023-05-01,3.5
울산,2023.05,408.6,2023-05-01,3.5
경기,2023.05,667.3,2023-05-01,3.5
강원,2023.05,265.6,2023-05-01,3.5
충북,2023.05,286.4,2023-05-01,3.5
충남,2023.05,280.7,2023-05-01,3.5
전북,2023.05,272.6,2023-05-01,3.5
전남,2023.05,227.7,2023-05-01,3.5
경북,2023.05,240.4,2023-05-01,3.5
경남,2023.05,317.1,2023-05-01,3.5
제주,2023.05,471.8,2023-05-01,3.5
서울,2023.06,1462.6,2023-06-01,3.5
도심권,2023.06,1700.6,2023-06-01,3.5
동북권,2023.06,1119.5,2023-06-01,3.5
동남권,2023.06,2157.5,2023-06-01,3.5
서북권,2023.06,1318.4,2023-06-01,3.5
서남권,2023.06,1224.7,2023-06-01,3.5
부산,2023.06,498.7,2023-06-01,3.5
대구,2023.06,432.0,2023-06-01,3.5
인천,2023.06,500.4,2023-06-01,3.5
광주,2023.06,395.0,2023-06-01,3.5
대전,2023.06,445.1,2023-06-01,3.5
울산,2023.06,410.7,2023-06-01,3.5
경기,2023.06,672.5,2023-06-01,3.5
강원,2023.06,279.2,2023-06-01,3.5
충북,2023.06,293.5,2023-06-01,3.5
충남,2023.06,286.6,2023-06-01,3.5
전북,2023.06,269.9,2023-06-01,3.5
전남,2023.06,252.4,2023-06-01,3.5
경북,2023.06,247.8,2023-06-01,3.5
경남,2023.06,330.2,2023-06-01,3.5
제주,2023.06,470.5,2023-06-01,3.5
서울,2023.07,1438.7,2023-07-01,3.5
도심권,2023.07,1625.1,2023-07-01,3.5
동북권,2023.07,1125.9,2023-07-01,3.5
동남권,2023.07,2105.5,2023-07-01,3.5
서북권,2023.07,1337.5,2023-07-01,3.5
서남권,2023.07,1209.9,2023-07-01,3.5
부산,2023.07,508.1,2023-07-01,3.5
대구,2023.07,427.6,2023-07-01,3.5
인천,2023.07,510.9,2023-07-01,3.5
광주,2023.07,395.2,2023-07-01,3.5
대전,2023.07,453.6,2023-07-01,3.5
울산,2023.07,412.6,2023-07-01,3.5
경기,2023.07,667.2,2023-07-01,3.5
강원,2023.07,279.4,2023-07-01,3.5
충북,2023.07,291.4,2023-07-01,3.5
충남,2023.07,285.6,2023-07-01,3.5
전북,2023.07,266.8,2023-07-01,3.5
전남,2023.07,248.6,2023-07-01,3.5
경북,2023.07,251.2,2023-07-01,3.5
경남,2023.07,331.9,2023-07-01,3.5
제주,2023.07,452.1,2023-07-01,3.5
서울,2023.08,1474.7,2023-08-01,3.5
도심권,2023.08,1720.8,2023-08-01,3.5
동북권,2023.08,1136.5,2023-08-01,3.5
동남권,2023.08,2184.7,2023-08-01,3.5
서북권,2023.08,1332.8,2023-08-01,3.5
서남권,2023.08,1230.5,2023-08-01,3.5
부산,2023.08,507.8,2023-08-01,3.5
대구,2023.08,426.7,2023-08-01,3.5
인천,2023.08,502.8,2023-08-01,3.5
광주,2023.08,391.3,2023-08-01,3.5
대전,2023.08,433.8,2023-08-01,3.5
울산,2023.08,397.6,2023-08-01,3.5
경기,2023.08,660.5,2023-08-01,3.5
강원,2023.08,288.6,2023-08-01,3.5
충북,2023.08,291.4,2023-08-01,3.5
충남,2023.08,282.0,2023-08-01,3.5
전북,2023.08,268.5,2023-08-01,3.5
전남,2023.08,237.0,2023-08-01,3.5
경북,2023.08,245.3,2023-08-01,3.5
경남,2023.08,336.8,2023-08-01,3.5
제주,2023.08,476.0,2023-08-01,3.5
서울,2023.09,1449.6,2023-09-01,3.5
도심권,2023.09,1604.2,2023-09-01,3.5
동북권,2023.09,1153.6,2023-09-01,3.5
동남권,2023.09,2144.1,2023-09-01,3.5
서북권,2023.09,1319.5,2023-09-01,3.5
서남권,2023.09,1250.5,2023-09-01,3.5
부산,2023.09,519.7,2023-09-01,3.5
대구,2023.09,429.0,2023-09-01,3.5
인천,2023.09,495.5,2023-09-01,3.5
광주,2023.09,385.9,2023-09-01,3.5
대전,2023.09,457.5,2023-09-01,3.5
울산,2023.09,409.9,2023-09-01,3.5
경기,2023.09,657.7,2023-09-01,3.5
강원,2023.09,288.4,2023-09-01,3.5
충북,2023.09,302.7,2023-09-01,3.5
충남,2023.09,286.8,2023-09-01,3.5
전북,2023.09,263.8,2023-09-01,3.5
전남,2023.09,234.9,2023-09-01,3.5
경북,2023.09,247.2,2023-09-01,3.5
경남,2023.09,321.3,2023-09-01,3.5
제주,2023.09,464.1,2023-09-01,3.5
서울,2023.11,1355.8,2023-11-01,3.5
도심권,2023.11,1512.5,2023-11-01,3.5
동북권,2023.11,1022.0,2023-11-01,3.5
동남권,2023.11,2014.5,2023-11-01,3.5
서북권,2023.11,1225.5,2023-11-01,3.5
서남권,2023.11,1200.7,2023-11-01,3.5
부산,2023.11,471.5,2023-11-01,3.5
대구,2023.11,407.9,2023-11-01,3.5
인천,2023.11,477.2,2023-11-01,3.5
광주,2023.11,356.9,2023-11-01,3.5
대전,2023.11,426.2,2023-11-01,3.5
울산,2023.11,380.4,2023-11-01,3.5
경기,2023.11,596.8,2023-11-01,3.5
강원,2023.11,280.4,2023-11-01,3.5
충북,2023.11,276.5,2023-11-01,3.5
충남,2023.11,269.3,2023-11-01,3.5
전북,2023.11,248.9,2023-11-01,3.5
전남,2023.11,234.2,2023-11-01,3.5
경북,2023.11,242.1,2023-11-01,3.5
경남,2023.11,294.3,2023-11-01,3.5
제주,2023.11,436.7,2023-11-01,3.5
서울,2023.12,1352.1,2023-12-01,3.5
도심권,2023.12,1533.6,2023-12-01,3.5
동북권,2023.12,1076.4,2023-12-01,3.5
동남권,2023.12,1993.3,2023-12-01,3.5
서북권,2023.12,1210.3,2023-12-01,3.5
서남권,2023.12,1197.3,2023-12-01,3.5
부산,2023.12,484.6,2023-12-01,3.5
대구,2023.12,411.5,2023-12-01,3.5
인천,2023.12,491.6,2023-12-01,3.5
광주,2023.12,356.2,2023-12-01,3.5
대전,2023.12,415.8,2023-12-01,3.5
울산,2023.12,376.6,2023-12-01,3.5
경기,2023.12,612.7,2023-12-01,3.5
강원,2023.12,275.4,2023-12-01,3.5
충북,2023.12,277.3,2023-12-01,3.5
충남,2023.12,263.5,2023-12-01,3.5
전북,2023.12,266.4,2023-12-01,3.5
전남,2023.12,240.5,2023-12-01,3.5
경북,2023.12,238.0,2023-12-01,3.5
경남,2023.12,308.3,2023-12-01,3.5
제주,2023.12,467.9,2023-12-01,3.5
서울,2024.01,1370.7,2024-01-01,3.5
도심권,2024.01,1713.2,2024-01-01,3.5
동북권,2024.01,1093.6,2024-01-01,3.5
동남권,2024.01,2063.3,2024-01-01,3.5
서북권,2024.01,1295.6,2024-01-01,3.5
서남권,2024.01,1134.6,2024-01-01,3.5
부산,2024.01,484.9,2024-01-01,3.5
대구,2024.01,407.8,2024-01-01,3.5
인천,2024.01,483.7,2024-01-01,3.5
광주,2024.01,358.1,2024-01-01,3.5
대전,2024.01,415.4,2024-01-01,3.5
울산,2024.01,384.8,2024-01-01,3.5
경기,2024.01,620.8,2024-01-01,3.5
강원,2024.01,276.3,2024-01-01,3.5
충북,2024.01,289.5,2024-01-01,3.5
충남,2024.01,276.2,2024-01-01,3.5
전북,2024.01,258.6,2024-01-01,3.5
전남,2024.01,237.0,2024-01-01,3.5
경북,2024.01,244.2,2024-01-01,3.5
경남,2024.01,310.1,2024-01-01,3.5
제주,2024.01,451.4,2024-01-01,3.5
서울,2024.1,1505.8,2024-01-01,3.5
도심권,2024.1,1860.4,2024-01-01,3.5
동북권,2024.1,1122.6,2024-01-01,3.5
동남권,2024.1,2323.2,2024-01-01,3.5
서북권,2024.1,1354.7,2024-01-01,3.5
서남권,2024.1,1283.4,2024-01-01,3.5
부산,2024.1,522.0,2024-01-01,3.5
대구,2024.1,433.0,2024-01-01,3.5
인천,2024.1,512.8,2024-01-01,3.5
광주,2024.1,383.3,2024-01-01,3.5
대전,2024.1,448.5,2024-01-01,3.5
울산,2024.1,410.9,2024-01-01,3.5
경기,2024.1,680.4,2024-01-01,3.5
강원,2024.1,296.5,2024-01-01,3.5
충북,2024.1,290.1,2024-01-01,3.5
충남,2024.1,282.5,2024-01-01,3.5
전북,2024.1,289.2,2024-01-01,3.5
전남,2024.1,253.9,2024-01-01,3.5
경북,2024.1,242.0,2024-01-01,3.5
경남,2024.1,323.9,2024-01-01,3.5
제주,2024.1,491.8,2024-01-01,3.5
서울,2024.02,1401.0,2024-02-01,3.5
도심권,2024.02,1722.3,2024-02-01,3.5
동북권,2024.02,1102.0,2024-02-01,3.5
동남권,2024.02,2087.7,2024-02-01,3.5
서북권,2024.02,1276.7,2024-02-01,3.5
서남권,2024.02,1204.6,2024-02-01,3.5
부산,2024.02,483.6,2024-02-01,3.5
대구,2024.02,392.3,2024-02-01,3.5
인천,2024.02,489.5,2024-02-01,3.5
광주,2024.02,358.9,2024-02-01,3.5
대전,2024.02,416.7,2024-02-01,3.5
울산,2024.02,377.6,2024-02-01,3.5
경기,2024.02,625.2,2024-02-01,3.5
강원,2024.02,275.2,2024-02-01,3.5
충북,2024.02,282.3,2024-02-01,3.5
충남,2024.02,274.6,2024-02-01,3.5
전북,2024.02,247.5,2024-02-01,3.5
전남,2024.02,228.8,2024-02-01,3.5
경북,2024.02,237.2,2024-02-01,3.5
경남,2024.02,303.3,2024-02-01,3.5
제주,2024.02,451.1,2024-02-01,3.5
서울,2024.03,1442.9,2024-03-01,3.5
도심권,2024.03,1815.0,2024-03-01,3.5
동북권,2024.03,1151.1,2024-03-01,3.5
동남권,2024.03,2157.6,2024-03-01,3.5
서북권,2024.03,1342.0,2024-03-01,3.5
서남권,2024.03,1177.8,2024-03-01,3.5
부산,2024.03,485.7,2024-03-01,3.5
대구,2024.03,414.1,2024-03-01,3.5
인천,2024.03,497.5,2024-03-01,3.5
광주,2024.03,367.8,2024-03-01,3.5
대전,2024.03,417.5,2024-03-01,3.5
울산,2024.03,403.4,2024-03-01,3.5
경기,2024.03,646.6,2024-03-01,3.5
강원,2024.03,277.2,2024-03-01,3.5
충북,2024.03,288.5,2024-03-01,3.5
충남,2024.03,281.9,2024-03-01,3.5
전북,2024.03,275.6,2024-03-01,3.5
전남,2024.03,238.2,2024-03-01,3.5
경북,2024.03,240.0,2024-03-01,3.5
경남,2024.03,304.3,2024-03-01,3.5
제주,2024.03,441.1,2024-03-01,3.5
서울,2024.04,1473.5,2024-04-01,3.5
도심권,2024.04,1751.6,2024-04-01,3.5
동북권,2024.04,1147.9,2024-04-01,3.5
동남권,2024.04,2196.7,2024-04-01,3.5
서북권,2024.04,1382.8,2024-04-01,3.5
서남권,2024.04,1235.0,2024-04-01,3.5
부산,2024.04,491.8,2024-04-01,3.5
대구,2024.04,411.0,2024-04-01,3.5
인천,2024.04,503.0,2024-04-01,3.5
광주,2024.04,371.7,2024-04-01,3.5
대전,2024.04,423.7,2024-04-01,3.5
울산,2024.04,389.4,2024-04-01,3.5
경기,2024.04,666.4,2024-04-01,3.5
강원,2024.04,279.5,2024-04-01,3.5
충북,2024.04,286.2,2024-04-01,3.5
충남,2024.04,272.9,2024-04-01,3.5
전북,2024.04,271.0,2024-04-01,3.5
전남,2024.04,243.3,2024-04-01,3.5
경북,2024.04,235.6,2024-04-01,3.5
경남,2024.04,306.4,2024-04-01,3.5
제주,2024.04,472.7,2024-04-01,3.5
서울,2024.05,1527.8,2024-05-01,3.5
도심권,2024.05,1807.7,2024-05-01,3.5
동북권,2024.05,1174.2,2024-05-01,3.5
동남권,2024.05,2232.8,2024-05-01,3.5
서북권,2024.05,1396.5,2024-05-01,3.5
서남권,2024.05,1259.8,2024-05-01,3.5
부산,2024.05,484.4,2024-05-01,3.5
대구,2024.05,440.6,2024-05-01,3.5
인천,2024.05,511.0,2024-05-01,3.5
광주,2024.05,365.2,2024-05-01,3.5
대전,2024.05,444.6,2024-05-01,3.5
울산,2024.05,404.0,2024-05-01,3.5
경기,2024.05,692.3,2024-05-01,3.5
강원,2024.05,283.7,2024-05-01,3.5
충북,2024.05,288.5,2024-05-01,3.5
충남,2024.05,282.2,2024-05-01,3.5
전북,2024.05,266.5,2024-05-01,3.5
전남,2024.05,242.5,2024-05-01,3.5
경북,2024.05,237.4,2024-05-01,3.5
경남,2024.05,317.3,2024-05-01,3.5
제주,2024.05,459.9,2024-05-01,3.5
서울,2024.06,1603.4,2024-06-01,3.5
도심권,2024.06,1860.7,2024-06-01,3.5
동북권,2024.06,1247.6,2024-06-01,3.5
동남권,2024.06,2282.0,2024-06-01,3.5
서북권,2024.06,1439.6,2024-06-01,3.5
서남권,2024.06,1328.2,2024-06-01,3.5
부산,2024.06,520.6,2024-06-01,3.5
대구,2024.06,443.4,2024-06-01,3.5
인천,2024.06,518.7,2024-06-01,3.5
광주,2024.06,372.0,2024-06-01,3.5
대전,2024.06,444.5,2024-06-01,3.5
울산,2024.06,412.9,2024-06-01,3.5
경기,2024.06,753.5,2024-06-01,3.5
강원,2024.06,304.4,2024-06-01,3.5
충북,2024.06,284.8,2024-06-01,3.5
충남,2024.06,291.2,2024-06-01,3.5
전북,2024.06,289.2,2024-06-01,3.5
전남,2024.06,250.0,2024-06-01,3.5
경북,2024.06,244.7,2024-06-01,3.5
경남,2024.06,323.5,2024-06-01,3.5
제주,2024.06,491.5,2024-06-01,3.5
서울,2024.07,1566.9,2024-07-01,3.5
도심권,2024.07,1858.9,2024-07-01,3.5
동북권,2024.07,1197.9,2024-07-01,3.5
동남권,2024.07,2270.5,2024-07-01,3.5
서북권,2024.07,1467.4,2024-07-01,3.5
서남권,2024.07,1342.4,2024-07-01,3.5
부산,2024.07,541.8,2024-07-01,3.5
대구,2024.07,451.3,2024-07-01,3.5
인천,2024.07,540.4,2024-07-01,3.5
광주,2024.07,387.5,2024-07-01,3.5
대전,2024.07,461.5,2024-07-01,3.5
울산,2024.07,410.3,2024-07-01,3.5
경기,2024.07,754.9,2024-07-01,3.5
강원,2024.07,289.9,2024-07-01,3.5
충북,2024.07,295.6,2024-07-01,3.5
충남,2024.07,303.1,2024-07-01,3.5
전북,2024.07,292.3,2024-07-01,3.5
전남,2024.07,240.8,2024-07-01,3.5
경북,2024.07,243.3,2024-07-01,3.5
경남,2024.07,339.8,2024-07-01,3.5
제주,2024.07,490.5,2024-07-01,3.5
서울,2024.08,1530.6,2024-08-01,3.5
도심권,2024.08,1827.2,2024-08-01,3.5
동북권,2024.08,1193.0,2024-08-01,3.5
동남권,2024.08,2275.2,2024-08-01,3.5
서북권,2024.08,1438.9,2024-08-01,3.5
서남권,2024.08,1319.2,2024-08-01,3.5
부산,2024.08,540.0,2024-08-01,3.5
대구,2024.08,455.1,2024-08-01,3.5
인천,2024.08,535.5,2024-08-01,3.5
광주,2024.08,389.3,2024-08-01,3.5
대전,2024.08,466.6,2024-08-01,3.5
울산,2024.08,413.1,2024-08-01,3.5
경기,2024.08,723.0,2024-08-01,3.5
강원,2024.08,290.1,2024-08-01,3.5
충북,2024.08,297.1,2024-08-01,3.5
충남,2024.08,296.1,2024-08-01,3.5
전북,2024.08,287.7,2024-08-01,3.5
전남,2024.08,241.4,2024-08-01,3.5
경북,2024.08,246.2,2024-08-01,3.5
경남,2024.08,329.9,2024-08-01,3.5
제주,2024.08,486.9,2024-08-01,3.5
서울,2024.09,1499.7,2024-09-01,3.5
도심권,2024.09,1807.6,2024-09-01,3.5
동북권,2024.09,1148.6,2024-09-01,3.5
동남권,2024.09,2296.5,2024-09-01,3.5
서북권,2024.09,1314.7,2024-09-01,3.5
서남권,2024.09,1316.6,2024-09-01,3.5
부산,2024.09,505.9,2024-09-01,3.5
대구,2024.09,428.6,2024-09-01,3.5
인천,2024.09,506.3,2024-09-01,3.5
광주,2024.09,396.8,2024-09-01,3.5
대전,2024.09,467.2,2024-09-01,3.5
울산,2024.09,390.8,2024-09-01,3.5
경기,2024.09,667.8,2024-09-01,3.5
강원,2024.09,290.8,2024-09-01,3.5
충북,2024.09,294.2,2024-09-01,3.5
충남,2024.09,290.3,2024-09-01,3.5
전북,2024.09,279.6,2024-09-01,3.5
전남,2024.09,253.4,2024-09-01,3.5
경북,2024.09,240.7,2024-09-01,3.5
경남,2024.09,324.5,2024-09-01,3.5
제주,2024.09,443.3,2024-09-01,3.5
서울,2024.11,1581.1,2024-11-01,3.0
도심권,2024.11,1892.5,2024-11-01,3.0
동북권,2024.11,1186.0,2024-11-01,3.0
동남권,2024.11,2396.4,2024-11-01,3.0
서북권,2024.11,1384.4,2024-11-01,3.0
서남권,2024.11,1322.3,2024-11-01,3.0
부산,2024.11,502.5,2024-11-01,3.0
대구,2024.11,433.7,2024-11-01,3.0
인천,2024.11,518.5,2024-11-01,3.0
광주,2024.11,387.6,2024-11-01,3.0
대전,2024.11,443.6,2024-11-01,3.0
울산,2024.11,397.3,2024-11-01,3.0
경기,2024.11,676.4,2024-11-01,3.0
강원,2024.11,289.8,2024-11-01,3.0
충북,2024.11,294.8,2024-11-01,3.0
충남,2024.11,285.6,2024-11-01,3.0
전북,2024.11,284.6,2024-11-01,3.0
전남,2024.11,250.5,2024-11-01,3.0
경북,2024.11,241.7,2024-11-01,3.0
경남,2024.11,324.7,2024-11-01,3.0
제주,2024.11,493.4,2024-11-01,3.0
서울,2024.12,1590.4,2024-12-01,3.0
도심권,2024.12,1788.9,2024-12-01,3.0
동북권,2024.12,1159.2,2024-12-01,3.0
동남권,2024.12,2480.0,2024-12-01,3.0
서북권,2024.12,1405.5,2024-12-01,3.0
서남권,2024.12,1327.7,2024-12-01,3.0
부산,2024.12,496.7,2024-12-01,3.0
대구,2024.12,427.0,2024-12-01,3.0
인천,2024.12,513.8,2024-12-01,3.0
광주,2024.12,377.5,2024-12-01,3.0
대전,2024.12,445.7,2024-12-01,3.0
울산,2024.12,401.9,2024-12-01,3.0
경기,2024.12,676.0,2024-12-01,3.0
강원,2024.12,289.1,2024-12-01,3.0
충북,2024.12,291.3,2024-12-01,3.0
충남,2024.12,286.3,2024-12-01,3.0
전북,2024.12,282.9,2024-12-01,3.0
전남,2024.12,242.0,2024-12-01,3.0
경북,2024.12,244.0,2024-12-01,3.0
경남,2024.12,316.0,2024-12-01,3.0
제주,2024.12,484.1,2024-12-01,3.0
